id,value
id_0,14.160592109560646
id_1,23.81887034894779
id_2,18.467984927407734
id_3,12.464700047372322
id_4,30.529290344884295
id_5,31.422539380183682
id_6,26.535282322440352
id_7,37.30359489002849
id_8,16.447591148009828
id_9,53.03811368462122
id_10,12.742347313202153
id_11,4.32312025531067
id_12,66.50878823709215
id_13,55.22527753344628
id_14,23.642875574494234
id_15,15.404347191309355
id_16,36.038659033825226
id_17,75.10711397614841
id_18,9.803379659409046
id_19,23.851740988202224
id_20,51.02324745431284
id_21,70.52847694976742
id_22,13.482467268026365
id_23,17.183296123832946
id_24,21.77863093617605
id_25,44.477460961831454
id_26,15.439815450202051
id_27,73.730487664429
id_28,8.525869053280061
id_29,62.98996755537952
id_30,18.96930190710897
id_31,22.57726697307111
id_32,10.431146934936653
id_33,23.069863731301798
id_34,31.300183643272092
id_35,43.76292483963703
id_36,46.328742226034436
id_37,33.57323480393768
id_38,49.651739359853075
id_39,38.24106793722179
id_40,18.513926365119914
id_41,51.02631394290859
id_42,24.3335999144217
id_43,56.69474551300053
id_44,21.831650010164765
id_45,38.69890026381748
id_46,28.561348638316716
id_47,15.02821057469777
id_48,31.454218857832565
id_49,38.18244452854289
id_50,38.717712398948414
id_51,6.5634960884204645
id_52,11.957463352193049
id_53,55.51833242314539
id_54,19.19778193349074
id_55,41.61244268243041
id_56,35.90219355286337
id_57,23.05809771496117
id_58,59.65383919842039
id_59,23.378716153488835
id_60,15.961617015181726
id_61,47.712619345196316
id_62,15.355637223636688
id_63,54.170665620571015
id_64,15.67629510342459
id_65,19.130770012092146
id_66,11.257126908985839
id_67,0.4680716589827867
id_68,55.17861021973817
id_69,37.025080762712356
id_70,20.7637374980048
id_71,41.66815516357792
id_72,60.2326459715306
id_73,5.650331336398359
id_74,25.413586624106845
id_75,8.060754756015136
id_76,43.061055904516294
id_77,23.27894531044399
id_78,18.575672830874566
id_79,25.03842118823147
id_80,26.612414599874548
id_81,41.964005138944664
id_82,24.5717896111045
id_83,90.0002457485053
id_84,37.6162800764759
id_85,35.85067041345037
id_86,22.997126844517382
id_87,40.51536744125001
id_88,29.524109213658075
id_89,24.072703772777537
id_90,32.339759340206925
id_91,40.68262656182156
id_92,9.738919568025914
id_93,39.07704937312964
id_94,49.023289136189625
id_95,8.313848829992128
id_96,45.01086612329703
id_97,13.073065153294955
id_98,25.144304509274797
id_99,15.019881621811727
id_100,26.585561668952426
id_101,33.654827315225795
id_102,16.098061998862683
id_103,18.04929056849846
id_104,42.035497437791044
id_105,37.55433884260038
id_106,30.66125913362323
id_107,12.508507216336266
id_108,5.592762531822672
id_109,86.52835820905042
id_110,51.181695418022215
id_111,15.874333809521914
id_112,33.67939340982797
