id,value
id_0,18.632395635321373
id_1,19.589141461617395
id_2,40.245031120746056
id_3,21.636123148656196
id_4,31.104983085301697
id_5,23.62375500104445
id_6,17.03497231642721
id_7,33.295094108474004
id_8,23.635618200064087
id_9,43.29876129444314
id_10,17.542079502040533
id_11,15.457821212725325
id_12,42.88645840227757
id_13,39.18934316972009
id_14,15.219698587420876
id_15,16.98978165261167
id_16,37.667869846481096
id_17,64.20762713636101
id_18,12.413059171724584
id_19,14.750917391980707
id_20,31.864798392260496
id_21,50.45450888074235
id_22,9.95094595892942
id_23,25.63351832249097
id_24,19.050575371249728
id_25,28.064103707406122
id_26,11.411959041348846
id_27,61.256950832796115
id_28,10.887297460757807
id_29,54.46436348629669
id_30,26.70413295764555
id_31,16.113972223207917
id_32,8.263525873367257
id_33,38.42673212655491
id_34,37.76531362701303
id_35,35.62267827949297
id_36,30.63199107807607
id_37,35.30553396755145
id_38,47.60514402605686
id_39,34.374417692314196
id_40,19.044603326856922
id_41,29.291501177224617
id_42,36.57176401601059
id_43,36.32126199727604
id_44,15.001940110120575
id_45,32.89981450902634
id_46,18.234808534145344
id_47,12.822452697477509
id_48,23.97874481047785
id_49,23.314588716130487
id_50,36.39946307368795
id_51,16.155167812380093
id_52,39.27004184516674
id_53,45.80926431565571
id_54,13.546147711719833
id_55,36.6975534274043
id_56,22.984974263527604
id_57,31.216486365251704
id_58,42.536403542361555
id_59,20.510943868211623
id_60,17.277242531179006
id_61,40.5102293963012
id_62,11.49869704730959
id_63,50.089047286339564
id_64,24.499747145561535
id_65,20.63748843790412
id_66,31.05659047516115
id_67,8.474053090809281
id_68,42.73465782504698
id_69,42.79613627004629
id_70,16.323674966763978
id_71,21.047792656833153
id_72,53.38297046850598
id_73,16.57416041029391
id_74,20.104563580673524
id_75,21.487904349836644
id_76,34.61104919387847
id_77,20.50808116894492
id_78,44.69867390769877
id_79,23.573567360872378
id_80,19.556593567775238
id_81,27.26459696233713
id_82,26.991331728053076
id_83,54.26822601746338
id_84,18.26478558501445
id_85,26.062600191625414
id_86,23.88758262998082
id_87,25.95052096341646
id_88,23.712475413208942
id_89,20.508897708417738
id_90,37.44602771160997
id_91,26.69204018048121
id_92,16.093297859840924
id_93,30.9483032695391
id_94,23.554781438622555
id_95,20.268208328756494
id_96,31.529600620979544
id_97,10.624942663798718
id_98,16.88831973430976
id_99,11.628479670704143
id_100,10.231664228132495
id_101,41.505474943185696
id_102,15.295151499218768
id_103,14.15774346911493
id_104,35.642951347238764
id_105,23.24011444641074
id_106,33.976076880432245
id_107,14.815140520057247
