id,value
id_0,4.9537414443464325
id_1,16.85252430778649
id_2,23.857534467205216
id_3,7.677100672992835
id_4,26.947832963886654
id_5,21.350414671220086
id_6,23.597881961338263
id_7,30.651437896699047
id_8,16.853537006766615
id_9,57.74032476253448
id_10,13.299572517621495
id_11,10.324013086458597
id_12,61.5624973122878
id_13,52.23586819243227
id_14,22.03632413283104
id_15,11.590364647986478
id_16,31.795246319777505
id_17,67.99792738692193
id_18,-0.1989425056848828
id_19,16.807933958643538
id_20,42.10292947555622
id_21,71.19827281980888
id_22,9.19208398755872
id_23,18.65259265556711
id_24,14.333071911939825
id_25,38.31479871044805
id_26,14.361686147605973
id_27,73.02585176228726
id_28,7.359278652129381
id_29,55.44190065211258
id_30,22.4729227292854
id_31,8.535545124733458
id_32,3.028734366461536
id_33,19.89703674654099
id_34,29.61884137599099
id_35,37.022077063809036
id_36,43.0083706908469
id_37,30.639476780292792
id_38,42.84266079949891
id_39,35.42184242337105
id_40,7.442355935000819
id_41,40.438922006942065
id_42,31.342439813654405
id_43,50.067622421797864
id_44,16.193108023601894
id_45,35.61945566250484
id_46,24.513118239757212
id_47,10.35219494981546
id_48,24.15999978538203
id_49,32.728706703714344
id_50,20.062794238814757
id_51,8.831223431890988
id_52,21.261085265995572
id_53,53.20937359514838
id_54,15.532976438234874
id_55,35.49565667842543
id_56,32.35765141608079
id_57,22.710862339186374
id_58,57.889582010055506
id_59,21.819739896760076
id_60,15.088506337858306
id_61,42.44162658883497
id_62,12.525229277426124
id_63,49.92880631308285
id_64,14.8762088377476
id_65,16.093345162398656
id_66,14.143953064485338
id_67,-0.10065725061811714
id_68,42.810867425792125
id_69,30.63584956844245
id_70,20.760788178283196
id_71,40.02064476948531
id_72,59.8304320831991
id_73,4.9816677801988085
id_74,17.118249079268566
id_75,5.421202707723461
id_76,39.1310166107412
id_77,14.384420983005391
id_78,22.938767325081727
id_79,22.031617199670166
id_80,24.743540196112793
id_81,37.31875960806552
id_82,22.229507378548508
id_83,91.75521590781939
id_84,35.79897001476548
id_85,26.52160541808014
id_86,22.13760436024176
id_87,31.648878490642087
id_88,24.062819899168463
id_89,21.983332389607405
id_90,29.39876669123686
id_91,40.71436780492601
id_92,4.559512165427776
id_93,37.91272482841775
id_94,46.26073505701315
id_95,15.981689599497155
id_96,33.14235883169643
id_97,12.260328342657903
id_98,24.494310607171187
id_99,3.7409183070022625
id_100,18.80982185142158
id_101,28.26918906069143
id_102,13.713074810857542
id_103,15.812903785733683
id_104,23.117094497156117
id_105,39.485761672530614
id_106,30.1486259032254
id_107,7.2911586171527105
id_108,7.565786746582969
id_109,78.69020719494229
id_110,46.92799803366702
id_111,15.552383385938418
id_112,27.604703076930637
id_113,15.284201133865954
id_114,13.926112807644845
id_115,25.04586464972422
id_116,25.453162036359462
id_117,10.0815200864933
id_118,18.229481323782075
id_119,19.279657461550787
id_120,81.17598197812647
id_121,25.420000722624692
id_122,35.3455236551497
id_123,24.529155304697472
id_124,7.96854556498047
id_125,40.5014238652459
id_126,9.835414747207688
id_127,20.540575892404323
id_128,28.86683295358125
id_129,62.97767646738373
id_130,22.054414870435487
id_131,22.844125394350485
id_132,58.80286593962129
id_133,14.833043137608891
id_134,14.208135406425182
id_135,2.224295036388324
id_136,11.95327040772737
id_137,58.384013849574174
id_138,18.90456026814658
id_139,5.934770537412073
id_140,27.2653367608034
id_141,25.497503206817395
id_142,44.296208376072855
id_143,29.827875959755946
id_144,18.033736514257143
id_145,26.022360619390273
id_146,10.802523096472408
id_147,51.37023065990073
id_148,23.014616131564495
id_149,38.561195688831546
id_150,9.531887849730404
id_151,7.405651307027738
id_152,24.41551225143247
id_153,7.439328625379444
id_154,15.986383080077626
id_155,41.30008347417129
id_156,8.704875413392115
id_157,36.98083283493185
id_158,10.140003176639329
id_159,18.472555613509826
id_160,40.93264818878705
id_161,18.21555060013079
id_162,12.581884615742094
id_163,7.410597116465398
id_164,51.53896136671235
id_165,30.205444112776853
id_166,-0.46415439830875393
id_167,15.392098078027626
id_168,62.77453248187254
id_169,13.954949892584965
id_170,64.51319052525153
id_171,39.51609413526849
id_172,26.064159908148813
id_173,20.09856506762922
id_174,61.19412355465893
id_175,24.91004871669877
id_176,20.915456763996325
id_177,37.59834116005907
id_178,11.716175984287586
id_179,30.44996115281404
id_180,16.847933004527412
id_181,12.31719082740831
id_182,55.16991614124315
id_183,46.330947329021036
id_184,16.793101276552225
id_185,35.25179830016872
id_186,26.638525608011225
id_187,70.64110353513743
id_188,9.808575907231276
id_189,57.2665351775659
id_190,38.190227769832234
id_191,15.963258139461676
id_192,29.179251126825964
id_193,0.3674519375176054
id_194,18.784776377709903
id_195,1.5354294704671907
id_196,33.81406345806812
id_197,10.847740172030255
id_198,19.105589437363697
id_199,61.59581651201465
id_200,23.730558125716257
id_201,23.18455707708643
id_202,64.95027504562113
id_203,11.602472283510686
id_204,9.304531227079652
id_205,11.571816497585989
id_206,8.204593218730093
id_207,2.0066769596330642
id_208,123.67611402676346
id_209,20.058936391165183
id_210,15.388963703208955
id_211,13.940623331117186
id_212,36.843177942423
id_213,36.095559327157616
id_214,19.584017812051506
id_215,34.07486001221745
id_216,76.81648546275392
id_217,0.6194660921194752
id_218,12.658769370576515
id_219,32.6913152835385
id_220,15.524924716867796
id_221,12.74194884290819
id_222,113.62764735490171
id_223,12.199634786256233
id_224,16.73034680471448
id_225,62.16637684007759
id_226,16.530844771780853
id_227,19.379374708140382
id_228,9.754792141951995
id_229,10.1245668410097
id_230,44.97483188788626
id_231,14.088777428131056
id_232,53.05673295532144
id_233,41.90224692842264
id_234,24.928743648094514
id_235,41.71025758969054
id_236,68.5414655378423
id_237,42.13787918183821
id_238,12.564832075021817
id_239,16.60132595348567
